cycle,train_size,fe_mae,fe_mse,fe_rmse,fe_r2,bg_mae,bg_mse,bg_rmse,bg_r2
0,1200,1.1134212017059326,2.734971284866333,1.6537748591831758,-1.8353502750396729,1.2122220993041992,2.4678072929382324,1.570925616615323,-1.4464919567108154
1,1200,1.8693947792053223,9.250329971313477,3.041435511615112,-8.589836120605469,1.2470232248306274,3.0297305583953857,1.7406121217535473,-2.003561496734619
2,1200,1.1673271656036377,2.84482479095459,1.6866608405232482,-1.9492356777191162,1.0267219543457031,1.6644200086593628,1.2901240284016737,-0.6500438451766968
3,1200,2.118129253387451,12.734810829162598,3.5685866711014036,-12.202204704284668,0.8470821380615234,1.0241782665252686,1.0120169299598047,-0.01533198356628418
4,1200,0.73759925365448,0.942780613899231,0.9709689047025301,0.022617340087890625,1.385852336883545,4.528304576873779,2.127981338469344,-3.489192008972168
5,1200,0.9577110409736633,2.0730319023132324,1.4398027303464986,-1.1491165161132812,2.121046304702759,10.047856330871582,3.1698353791437786,-8.961069107055664
6,1200,0.9935641288757324,2.2018978595733643,1.4838793278340945,-1.2827122211456299,1.0791637897491455,2.268028974533081,1.5059976675058568,-1.2484393119812012
7,1200,2.295132637023926,12.955421447753906,3.59936403379179,-12.430912971496582,0.985517144203186,1.8921853303909302,1.37556727585056,-0.8758417367935181
8,1200,0.8336930871009827,1.9837701320648193,1.4084637489352785,-1.0565786361694336,0.9324473738670349,1.5090144872665405,1.2284195078500424,-0.4959806203842163
9,1200,0.8628460764884949,3.0116231441497803,1.7354028766110134,-2.1221559047698975,1.172008991241455,2.8844428062438965,1.6983647447600578,-1.8595287799835205
10,1200,1.121307373046875,12.863288879394531,3.5865427474651033,-12.33539867401123,1.1684330701828003,3.045822858810425,1.7452285978663153,-2.019514799118042
